faa,name,lat,lon,alt,tz,dst,tzone
IYK,Inyokern Airport,35.65879822,-117.8300018,2457,-8,A,America/Los_Angeles
IZG,Eastern Slopes Regional Airport,43.991100311299995,-70.9478988647,454,-5,A,America/New_York
JAC,Jackson Hole Airport,43.6072998046875,-110.73799896240234,6451,-7,A,America/Denver
JAN,Jackson-Medgar Wiley Evers International Airport,32.3111991882,-90.0758972168,346,-6,A,America/Chicago
JAS,Jasper County Airport-Bell Field,30.88570023,-94.03489685,213,-5,A,NA
JAX,Jacksonville International Airport,30.49410057067871,-81.687896728515625,30,-5,A,America/New_York
JBR,Jonesboro Municipal Airport,35.83169937133789,-90.64640045166016,262,-6,A,America/Chicago
JCI,New Century Aircenter Airport,38.8308982849,-94.890296936,1087,-6,A,America/Chicago
JCT,Kimble County Airport,30.5112991333,-99.7634963989,1749,NA,NA,NA
JEF,Jefferson City Memorial Airport,38.5912017822,-92.15609741210001,549,-6,A,America/Chicago
JES,Jesup Wayne County Airport,31.55400085,-81.88249969,107,-5,A,America/New_York
JFK,John F Kennedy International Airport,40.63980103,-73.77890015,13,-5,A,America/New_York
JGG,Williamsburg Jamestown Airport,37.239200592041016,-76.71610260009766,49,-5,A,NA
JHM,Kapalua Airport,20.962900161743164,-156.67300415039062,256,-10,N,Pacific/Honolulu
JHW,Chautauqua County-Jamestown Airport,42.15340042,-79.25800323,1723,-5,A,America/New_York
JKA,Jack Edwards Airport,30.29050064,-87.67179871,17,-6,A,America/Chicago
JLN,Joplin Regional Airport,37.151798248291016,-94.49829864501953,981,-6,A,America/Chicago
JMS,Jamestown Regional Airport,46.92969894,-98.67819977,1500,-6,A,America/Chicago
JNU,Juneau International Airport,58.35499954223633,-134.5760040283203,21,-9,A,America/Anchorage
JOT,Joliet Regional Airport,41.51779938,-88.17549896,582,-6,A,America/Chicago
JST,John Murtha Johnstown Cambria County Airport,40.31610107421875,-78.83390045166016,2284,-5,A,America/New_York
JSV,Sallisaw Municipal Airport,35.4382019,-94.80280304,527,-5,A,NA
JVL,Southern Wisconsin Regional Airport,42.620300293,-89.0416030884,808,-6,A,America/Chicago
JXN,Jackson County Reynolds Field,42.259799957300004,-84.45939636230001,1001,-5,A,America/New_York
JYL,Plantation Airpark,32.645301818847656,-81.59709930419922,188,-5,A,America/New_York
JYO,Leesburg Executive Airport,39.077999114990234,-77.55750274658203,389,-5,A,America/New_York
JZI,Charleston Executive Airport,32.70090103149414,-80.002899169921875,17,-5,A,America/New_York
JZP,Pickens County Airport,34.453399658203125,-84.4573974609375,1535,-5,A,America/New_York
K83,Sabetha Municipal Airport,39.90420150756836,-95.77940368652344,1330,-6,A,America/Chicago
KAL,Kaltag Airport,64.31909943,-158.7409973,181,-9,A,America/Anchorage
KFP,False Pass Airport,54.8474006652832,-163.41000366210938,20,-9,A,America/Anchorage
KGK,Koliganek Airport,59.726600647,-157.259002686,269,-9,A,America/Anchorage
KKA,Koyuk Alfred Adams Airport,64.9394989014,-161.154006958,154,-9,A,America/Anchorage
KKH,Kongiganak Airport,59.960800170899994,-162.880996704,30,-9,A,America/Anchorage
KLG,Kalskag Airport,61.53630065917969,-160.34100341796875,55,-9,A,America/Anchorage
KLN,Larsen Bay Airport,57.5350990295,-153.977996826,87,-9,A,America/Anchorage
KLS,Southwest Washington Regional Airport,46.11800003049999,-122.898002625,20,-8,A,America/Los_Angeles
KLW,Klawock Airport,55.579200744599994,-133.076004028,80,-9,A,America/Anchorage
KMO,Manokotak Airport,58.990200042699996,-159.050003052,100,-9,A,America/Anchorage
KNW,New Stuyahok Airport,59.4499015808,-157.32800293,364,-9,A,America/Anchorage
KOA,Kona International At Keahole Airport,19.738800048828125,-156.04600524902344,47,-10,N,Pacific/Honolulu
KOT,Kotlik Airport,63.0306015015,-163.533004761,15,-9,A,America/Anchorage
KPN,Kipnuk Airport,59.932998657199995,-164.031005859,11,-9,A,America/Anchorage
KPV,Perryville Airport,55.905998,-159.162993,29,-9,A,America/Anchorage
KQA,Akutan Seaplane Base,54.1337704415,-165.778895617,0,-9,A,America/Anchorage
KSM,St Mary's Airport,62.0605011,-163.302002,312,-9,A,America/Anchorage
KTN,Ketchikan International Airport,55.35559845,-131.7140045,89,-9,A,America/Anchorage
KTS,Brevig Mission Airport,65.3312988281,-166.466003418,38,-9,A,America/Anchorage
KUK,Kasigluk Airport,60.87440109,-162.5240021,48,-9,A,America/Anchorage
KVC,King Cove Airport,55.11629867553711,-162.26600646972656,155,-9,A,America/Anchorage
KVL,Kivalina Airport,67.73619842529297,-164.56300354003906,13,-9,A,America/Anchorage
KWK,Kwigillingok Airport,59.876499,-163.169005,18,-9,A,America/Anchorage
KWN,Quinhagak Airport,59.75510025,-161.8450012,42,-9,A,America/Anchorage
KWT,Kwethluk Airport,60.790298461899994,-161.444000244,25,-9,A,America/Anchorage
KYK,Karluk Airport,57.5671005249,-154.449996948,137,-9,A,America/Anchorage
KYU,Koyukuk Airport,64.8760986328,-157.727005005,149,-9,A,America/Anchorage
LAA,Lamar Municipal Airport,38.069698333699996,-102.68800354,3706,-7,A,America/Denver
LAF,Purdue University Airport,40.41230010986328,-86.93689727783203,606,-5,A,America/New_York
LAL,Lakeland Linder Regional Airport,27.988899231,-82.0186004639,142,-5,A,America/New_York
LAM,Los Alamos Airport,35.8797988892,-106.268997192,7171,-7,A,America/Denver
LAN,Capital City Airport,42.77870178222656,-84.58740234375,861,-5,A,America/New_York
LAR,Laramie Regional Airport,41.31209945678711,-105.67500305175781,7284,-7,A,America/Denver
LAS,McCarran International Airport,36.08010101,-115.1520004,2181,-8,A,America/Los_Angeles
LAW,Lawton Fort Sill Regional Airport,34.5676994324,-98.4166030884,1110,-6,A,America/Chicago
LAX,Los Angeles International Airport,33.94250107,-118.4079971,125,-8,A,America/Los_Angeles
LBB,Lubbock Preston Smith International Airport,33.66360092163086,-101.822998046875,3282,-6,A,America/Chicago
LBE,Arnold Palmer Regional Airport,40.27590179,-79.40480042,1199,-5,A,America/New_York
LBF,North Platte Regional Airport Lee Bird Field,41.12620163,-100.6839981,2777,-6,A,America/Chicago
LBL,Liberal Mid-America Regional Airport,37.0442009,-100.9599991,2885,-6,A,America/Chicago
LBT,Lumberton Regional Airport,34.6099014282,-79.05940246579999,126,-5,A,America/New_York
LCH,Lake Charles Regional Airport,30.126100540161133,-93.223297119140625,15,-6,A,America/Chicago
LCK,Rickenbacker International Airport,39.813801,-82.927803,744,-5,A,America/New_York
LCQ,Lake City Gateway Airport,30.1819992065,-82.57689666750001,201,-5,A,America/New_York
LDJ,Linden Airport,40.617401123,-74.2445983887,23,-5,A,America/New_York
LDM,Mason County Airport,43.96250153,-86.40789795,646,-5,A,NA
LEB,Lebanon Municipal Airport,43.626098632799994,-72.30419921880001,603,-5,A,America/New_York
LEE,Leesburg International Airport,28.82309914,-81.80870056,76,-5,A,NA
LEW,Auburn Lewiston Municipal Airport,44.048500061,-70.2835006714,288,-5,A,America/New_York
LEX,Blue Grass Airport,38.0364990234375,-84.60590362548828,979,-5,A,America/New_York
LFI,Langley Air Force Base,37.082901001,-76.360496521,11,-5,A,America/New_York
LFK,Angelina County Airport,31.2339992523,-94.75,296,-6,A,America/Chicago
LFT,Lafayette Regional Airport,30.20529938,-91.98760223,42,-6,A,America/Chicago
LGA,La Guardia Airport,40.77719879,-73.87259674,21,-5,A,America/New_York
LGB,Long Beach /Daugherty Field/ Airport,33.81769943,-118.1520004,60,-8,A,America/Los_Angeles
LGC,Lagrange Callaway Airport,33.0088996887,-85.0726013184,693,-5,A,America/New_York
LGD,La Grande/Union County Airport,45.2901992798,-118.007003784,2717,-7,A,NA
LGU,Logan-Cache Airport,41.7911987305,-111.851997375,4457,-7,A,America/Denver
LHD,Lake Hood Seaplane Base,61.18000030517578,-149.9720001220703,71,-9,A,America/Anchorage
LHM,Lincoln Regional Karl Harder Field,38.90919876098633,-121.35099792480469,121,-8,A,America/Los_Angeles
LHV,William T. Piper Memorial Airport,41.13560104,-77.42230225,556,-5,A,America/New_York
LHX,La Junta Municipal Airport,38.04970169,-103.5090027,4229,-7,A,America/Denver
LIH,Lihue Airport,21.97599983215332,-159.33900451660156,153,-10,N,Pacific/Honolulu
LIT,Bill & Hillary Clinton National Airport/Adams Field,34.729400634799994,-92.2242965698,262,-6,A,America/Chicago
LKP,Lake Placid Airport,44.2644996643,-73.96189880370001,1747,-5,A,America/New_York
LLQ,Monticello Municipal Ellis Field,33.6385994,-91.75099945,270,NA,NA,NA
LMT,Klamath Falls Airport,42.15610122680664,-121.73300170898438,4095,-8,A,America/Los_Angeles
LNA,Palm Beach County Park Airport,26.59300041,-80.08509827,14,-5,A,America/New_York
LNK,Lincoln Airport,40.85100173950195,-96.75920104980469,1219,-6,A,America/Chicago
LNN,Willoughby Lost Nation Municipal Airport,41.683998107899995,-81.3897018433,626,-5,A,America/New_York
LNR,Tri-County Regional Airport,43.2117004395,-90.181602478,717,-6,A,America/Chicago
LNS,Lancaster Airport,40.121700286865234,-76.29609680175781,403,-5,A,America/New_York
LNY,Lanai Airport,20.785600662231445,-156.9510040283203,1308,-10,N,Pacific/Honolulu
LOL,Derby Field,40.0663986206,-118.565002441,3904,NA,NA,NA
LOT,Lewis University Airport,41.6072998,-88.09619904,679,-6,A,America/Chicago
LOU,Bowman Field,38.2280006409,-85.6636962891,546,-5,A,America/New_York
LOZ,London-Corbin Airport/Magee Field,37.0821990967,-84.08489990230001,1212,-5,A,America/New_York
LPC,Lompoc Airport,34.665599823,-120.46800231899999,88,-8,A,America/Los_Angeles
LPR,Lorain County Regional Airport,41.34429932,-82.17759705,793,-5,A,America/New_York
LPS,Lopez Island Airport,48.4838981628418,-122.93800354003906,209,-8,A,America/Los_Angeles
LQR,Larned Pawnee County Airport,38.20859909,-99.08599854,2012,-5,A,NA
LRD,Laredo International Airport,27.543800354003906,-99.46160125732422,508,-6,A,America/Chicago
LRF,Little Rock Air Force Base,34.916900634799994,-92.14969635010002,311,-6,A,America/Chicago
LRO,Mt Pleasant Regional-Faison field,32.89780045,-79.78289795,12,-5,A,America/New_York
LRU,Las Cruces International Airport,32.289398193359375,-106.9219970703125,4456,-7,A,America/Denver
LSE,La Crosse Municipal Airport,43.879002,-91.256699,655,-6,A,America/Chicago
LSF,Lawson Army Air Field (Fort Benning),32.337299346900004,-84.9913024902,232,-5,A,America/New_York
LSV,Nellis Air Force Base,36.2361984253,-115.033996582,1870,-8,A,America/Los_Angeles
LTS,Altus Air Force Base,34.667098999,-99.2667007446,1382,-6,A,America/Chicago
LUF,Luke Air Force Base,33.534999847399995,-112.383003235,1085,-7,A,America/Phoenix
LUK,Cincinnati Municipal Airport Lunken Field,39.10329819,-84.41860199,483,-5,A,America/New_York
LUP,Kalaupapa Airport,21.21100044,-156.973999,24,-10,A,Pacific/Honolulu
LUR,Cape Lisburne LRRS Airport,68.87509918,-166.1100006,16,-9,A,America/Anchorage
LVK,Livermore Municipal Airport,37.6934013367,-121.819999695,400,-8,A,America/Los_Angeles
LVM,Mission Field,45.6994018555,-110.447998047,4660,-7,A,America/Denver
LVS,Las Vegas Municipal Airport,35.6542015076,-105.141998291,6877,-7,A,America/Denver
LWA,South Haven Area Regional Airport,42.351200103759766,-86.25569915771484,666,-5,A,America/New_York
LWB,Greenbrier Valley Airport,37.8582992554,-80.3994979858,2302,-5,U,America/New_York
LWC,Lawrence Municipal Airport,39.01119995,-95.21659851,833,-6,A,America/Chicago
LWM,Lawrence Municipal Airport,42.717201232899995,-71.1233978271,148,-5,A,America/New_York
LWS,Lewiston Nez Perce County Airport,46.3745002746582,-117.01499938964844,1442,-8,A,America/Los_Angeles
LWT,Lewistown Municipal Airport,47.04930114746094,-109.46700286865234,4170,-7,A,America/Denver
LXN,Jim Kelly Field,40.791000366199995,-99.7772979736,2413,-5,A,NA
LYH,Lynchburg Regional Preston Glenn Field,37.326698303222656,-79.20040130615234,938,-5,A,America/New_York
LYU,Ely Municipal Airport,47.82450104,-91.83070374,1456,-6,A,America/Chicago
LZU,Gwinnett County Briscoe Field,33.97809982,-83.96240234,1061,-5,A,America/New_York
LZZ,Lampasas Airport,31.106199264526367,-98.1958999633789,1215,-5,A,NA
M94,Desert Aire Airport,46.687400817871094,-119.9209976196289,586,-8,A,America/Los_Angeles
MAE,Madera Municipal Airport,36.9886016846,-120.111999512,255,-8,A,America/Los_Angeles
MAF,Midland International Airport,31.9424991607666,-102.2020034790039,2871,-6,A,America/Chicago
MBG,Mobridge Municipal Airport,45.54650116,-100.4079971,1716,NA,NA,NA
MBL,Manistee Co Blacker Airport,44.2723999,-86.24690247,621,-5,A,America/New_York
MBS,MBS International Airport,43.532901763916016,-84.07959747314453,668,-5,A,America/New_York
MCB,Mc Comb/Pike County Airport/John E Lewis Field,31.17849922,-90.47190094,413,NA,NA,NA
MCC,Mc Clellan Airfield,38.66759872,-121.401001,77,-8,A,America/Los_Angeles
MCE,Merced Regional Macready Field,37.28469849,-120.5139999,155,-8,A,America/Los_Angeles
MCF,Mac Dill Air Force Base,27.84930038,-82.52120209,14,-5,A,America/New_York
MCG,McGrath Airport,62.95289993,-155.6060028,341,-9,A,America/Anchorage
MCI,Kansas City International Airport,39.2976,-94.713898,1026,-6,A,America/Chicago
MCK,Mc Cook Ben Nelson Regional Airport,40.20629883,-100.5920029,2583,-6,A,America/Chicago
MCL,McKinley National Park Airport,63.7326011658,-148.910995483,1720,-9,A,America/Anchorage
MCN,Middle Georgia Regional Airport,32.69279861450195,-83.649200439453125,354,-5,A,America/New_York
MCO,Orlando International Airport,28.429399490356445,-81.30899810791016,96,-5,A,America/New_York
MCW,Mason City Municipal Airport,43.157798767100005,-93.3312988281,1213,-6,A,America/Chicago
MDH,Southern Illinois Airport,37.778099060058594,-89.25199890136719,411,NA,NA,NA
MDT,Harrisburg International Airport,40.1935005188,-76.7633972168,310,-5,A,America/New_York
MDW,Chicago Midway International Airport,41.7859992980957,-87.75240325927734,620,-6,A,America/Chicago
MEI,Key Field,32.33259963989258,-88.75189971923828,297,-6,A,America/Chicago
MEJ,Meade Municipal Airport,37.27690124511719,-100.35600280761719,2529,-5,A,NA
MEM,Memphis International Airport,35.04240036010742,-89.97669982910156,341,-6,A,America/Chicago
MEO,Dare County Regional Airport,35.91899872,-75.69550323,13,-5,A,America/New_York
MER,Castle Airport,37.38050079,-120.5680008,191,-8,A,America/Los_Angeles
MFD,Mansfield Lahm Regional Airport,40.82139968869999,-82.5166015625,1297,-5,A,America/New_York
MFE,Mc Allen Miller International Airport,26.17580032,-98.23860168,107,-6,A,America/Chicago
MFI,Marshfield Municipal Airport,44.6369018555,-90.18930053710001,1277,-6,A,America/Chicago
MFR,Rogue Valley International Medford Airport,42.37419891357422,-122.87300109863281,1335,-8,A,America/Los_Angeles
MGC,Michigan City Municipal Airport,41.703300476100004,-86.8211975098,655,-6,A,America/Chicago
MGE,Dobbins Air Reserve Base,33.91540146,-84.51629639,1068,-5,A,America/New_York
MGJ,Orange County Airport,41.50999832,-74.26460266,364,-5,A,America/New_York
MGM,Montgomery Regional (Dannelly Field) Airport,32.30059814,-86.39399719,221,-6,A,America/Chicago
MGW,Morgantown Municipal Walter L. Bill Hart Field,39.64289856,-79.91629791,1248,-5,A,America/New_York
MGY,Dayton-Wright Brothers Airport,39.5890007019,-84.224899292,957,-5,U,America/New_York
MHK,Manhattan Regional Airport,39.14099884033203,-96.6707992553711,1057,-6,A,America/Chicago
MHM,Minchumina Airport,63.88600158691406,-152.302001953125,678,-9,A,America/Anchorage
MHR,Sacramento Mather Airport,38.55390167,-121.2979965,98,-8,A,America/Los_Angeles
MHT,Manchester Airport,42.93259811401367,-71.435699462890625,266,-5,A,America/New_York
MHV,Mojave Airport,35.05939865,-118.1520004,2801,-8,A,America/Los_Angeles
MIA,Miami International Airport,25.79319953918457,-80.29060363769531,8,-5,A,America/New_York
MIB,Minot Air Force Base,48.41559982,-101.3580017,1667,-6,A,America/Chicago
MIC,Crystal Airport,45.0620002746582,-93.35389709472656,869,-6,A,America/Chicago
MIE,Delaware County Johnson Field,40.2422981262207,-85.3958969116211,937,-5,U,America/New_York
MIV,Millville Municipal Airport,39.367801666259766,-75.07219696044922,85,-5,A,America/New_York
MKC,Charles B. Wheeler Downtown Airport,39.123199462890625,-94.5927963256836,759,-6,A,America/Chicago
MKE,General Mitchell International Airport,42.947200775146484,-87.89659881591797,723,-6,A,America/Chicago
MKG,Muskegon County Airport,43.16949844,-86.23819733,629,-5,A,America/New_York
MKK,Molokai Airport,21.15290069580078,-157.0959930419922,454,-10,N,Pacific/Honolulu
MKL,Mc Kellar Sipes Regional Airport,35.59989929,-88.91560364,434,-6,A,America/Chicago
MKO,Davis Field,35.65650177,-95.36669922,611,-6,A,America/Chicago
MKT,Mankato Regional Airport,44.22159958,-93.91870117,1021,-6,A,NA
MLB,Melbourne International Airport,28.102800369262695,-80.64530181884766,33,-5,A,America/New_York
MLC,Mc Alester Regional Airport,34.88240051,-95.78350067,770,-6,A,America/Chicago
MLD,Malad City Airport,42.16659927368164,-112.2969970703125,4503,-7,A,America/Denver
MLI,Quad City International Airport,41.44850158691406,-90.50749969482422,590,-6,A,America/Chicago
MLJ,Baldwin County Airport,33.15420151,-83.24069977,385,-5,A,America/New_York
MLL,Marshall Don Hunter Sr Airport,61.8642997742,-162.026000977,103,-9,A,America/Anchorage
MLS,Frank Wiley Field,46.428001403808594,-105.88600158691406,2630,-7,A,America/Denver
MLT,Millinocket Municipal Airport,45.64780044555664,-68.68560028076172,408,-5,A,America/New_York
MLU,Monroe Regional Airport,32.51089859008789,-92.0376968383789,79,-6,A,America/Chicago
MLY,Manley Hot Springs Airport,64.99759674069999,-150.643997192,270,-9,A,America/Anchorage
MMH,Mammoth Yosemite Airport,37.62409973,-118.8379974,7135,-8,A,America/Los_Angeles
MMI,McMinn County Airport,35.39730072,-84.56259918,875,-5,N,America/New_York
MMT,Mc Entire Joint National Guard Base,33.92079926,-80.80130005,254,NA,NA,NA
MMU,Morristown Municipal Airport,40.799400329589844,-74.41490173339844,187,-5,A,America/New_York
MMV,Mc Minnville Municipal Airport,45.19440079,-123.1360016,163,-8,A,America/Los_Angeles
MNM,Menominee Marinette Twin County Airport,45.12670135498047,-87.638397216796875,625,-6,A,America/Chicago
MNZ,Manassas Regional Airport/Harry P. Davis Field,38.72140121,-77.51540375,192,-5,A,America/New_York
MOB,Mobile Regional Airport,30.691200256348,-88.242797851562,219,-6,A,America/Chicago
MOD,Modesto City Co-Harry Sham Field,37.62580109,-120.9540024,97,-8,A,America/Los_Angeles
MOT,Minot International Airport,48.2593994140625,-101.27999877929688,1716,-6,A,America/Chicago
MOU,Mountain Village Airport,62.095401763916016,-163.6820068359375,337,-9,A,America/Anchorage
MPO,Pocono Mountains Municipal Airport,41.13750076,-75.37889862,1915,-5,A,NA
MPR,Mc Pherson Airport,38.35240173,-97.69129944,1498,-5,A,NA
MPV,Edward F Knapp State Airport,44.20349884,-72.56230164,1166,-5,A,America/New_York
MQT,Sawyer International Airport,46.353599548300004,-87.395401001,1221,-5,A,America/New_York
MRB,Eastern WV Regional Airport/Shepherd Field,39.40190125,-77.98459625,565,-5,A,America/New_York
MRF,Marfa Municipal Airport,30.371099,-104.017997,4849,-5,A,NA
MRI,Merrill Field,61.2135009765625,-149.843994140625,137,-9,A,America/Anchorage
MRK,Marco Island Airport,25.9950008392,-81.6725006104,5,-5,A,America/New_York
MRN,Foothills Regional Airport,35.8202018737793,-81.61139678955078,1270,-5,A,America/New_York
MRT,Union County Airport,40.224700927734375,-83.35160064697266,1021,-5,A,NA
MRY,Monterey Peninsula Airport,36.58700180053711,-121.84300231933594,257,-8,A,America/Los_Angeles
MSL,Northwest Alabama Regional Airport,34.74530029,-87.61019897,551,-6,A,America/Chicago
MSN,Dane County Regional Truax Field,43.13990020751953,-89.3375015258789,887,-6,A,America/Chicago
MSO,Missoula International Airport,46.91630173,-114.0910034,3206,-7,A,America/Denver
MSP,Minneapolis-St Paul International/Wold-Chamberlain Airport,44.881999969499994,-93.22180175780001,841,-6,A,America/Chicago
MSS,Massena International Richards Field,44.93579864501953,-74.84559631347656,215,-5,A,America/New_York
MSY,Louis Armstrong New Orleans International Airport,29.99340057373047,-90.25800323486328,4,-6,A,America/Chicago
MTC,Selfridge Angb Airport,42.608299255371094,-82.83550262451172,580,-5,A,America/New_York
MTH,The Florida Keys Marathon Airport,24.72610092,-81.05139923,5,-5,A,America/New_York
MTJ,Montrose Regional Airport,38.509799957300004,-107.893997192,5759,-7,A,America/Denver
MTM,Metlakatla Seaplane Base,55.13100051879883,-131.5780029296875,0,-9,A,America/Anchorage
MTN,Martin State Airport,39.32569885,-76.4138031,21,-5,A,America/New_York
MTP,Montauk Airport,41.076499938964844,-71.9207992553711,6,-4,A,NA
MUE,Waimea Kohala Airport,20.001300811767578,-155.66799926757812,2671,-10,A,Pacific/Honolulu
MUI,Muir Army Air Field (Fort Indiantown Gap) Airport,40.43479919,-76.56939697,488,-5,A,America/New_York
MUO,Mountain Home Air Force Base,43.043598,-115.872002,2996,-7,A,America/Denver
MVL,Morrisville Stowe State Airport,44.53459930419999,-72.6139984131,732,-5,A,America/New_York
MVY,Martha's Vineyard Airport,41.3931007385,-70.6143035889,67,-5,A,America/New_York
MWA,Williamson County Regional Airport,37.75500107,-89.01110077,472,-6,A,America/Chicago
MWC,Lawrence J Timmerman Airport,43.11040115356445,-88.0344009399414,745,-6,A,America/Chicago
MWH,Grant County International Airport,47.20769882,-119.3199997,1189,-8,A,America/Los_Angeles
MWL,Mineral Wells Airport,32.7816009521,-98.0602035522,974,-6,A,America/Chicago
MWM,Windom Municipal Airport,43.91339874267578,-95.1093978881836,1410,-6,A,America/Chicago
MXF,Maxwell Air Force Base,32.38290023803711,-86.36579895019531,171,-6,A,America/Chicago
MYL,McCall Municipal Airport,44.88970184,-116.1009979,5024,-7,A,America/Denver
MYR,Myrtle Beach International Airport,33.6796989441,-78.9282989502,25,-5,A,America/New_York
MYU,Mekoryuk Airport,60.37139892578125,-166.27099609375,48,-9,A,America/Anchorage
MYV,Yuba County Airport,39.09780121,-121.5699997,64,-8,A,America/Los_Angeles
MZJ,Pinal Airpark,32.5106010437,-111.32800293,1893,-7,N,America/Phoenix
NBG,New Orleans NAS JRB/Alvin Callender Field,29.82530022,-90.03500366,2,-6,A,America/Chicago
NCN,Chenega Bay Airport,60.0773010254,-147.992004395,72,-9,A,America/Anchorage
NEL,Lakehurst Maxfield Field Airport,40.03329849,-74.353302,101,-5,A,America/New_York
NEW,Lakefront Airport,30.042400360107,-90.028297424316,8,-6,A,America/Chicago
NGF,Kaneohe Bay MCAS (Marion E. Carl Field) Airport,21.4505004883,-157.768005371,24,-10,A,Pacific/Honolulu
NGP,Corpus Christi Naval Air Station/Truax Field,27.69260025,-97.29109955,18,-6,A,America/Chicago
NGU,Norfolk Ns (Chambers Fld) Airport,36.93759918,-76.28929901,17,-5,A,America/New_York
NHK,Patuxent River Naval Air Station/Trapnell Field Aiport,38.2859993,-76.41179657,39,-5,A,America/New_York
NHZ,Brunswick Executive Airport,43.89220047,-69.93859863,72,NA,NA,NA
NIB,Nikolai Airport,63.01860046386719,-154.35800170898438,441,-9,A,America/Anchorage
NID,China Lake Naws (Armitage Field) Airport,35.6853981,-117.6920013,2283,-8,A,America/Los_Angeles
NJK,El Centro Naf Airport,32.829200744628906,-115.6719970703125,-42,-8,A,America/Los_Angeles
NKX,Miramar Marine Corps Air Station - Mitscher Field,32.86840057,-117.1429977,477,-8,A,America/Los_Angeles
NLC,Lemoore Naval Air Station (Reeves Field) Airport,36.33300018,-119.9520035,232,-8,A,America/Los_Angeles
NLG,Nelson Lagoon Airport,56.007499694824,-161.16000366211,14,-9,A,America/Anchorage
NME,Nightmute Airport,60.471000671387,-164.70100402832,4,-9,A,America/Anchorage
NNL,Nondalton Airport,59.980201721191,-154.8390045166,314,-9,A,America/Anchorage
NOW,Port Angeles Cgas Airport,48.14149856567383,-123.41400146484375,13,-8,A,America/Los_Angeles
NPA,Pensacola Naval Air Station/Forrest Sherman Field,30.35269928,-87.31860352,28,-6,A,America/Chicago
NQA,Millington Regional Jetport Airport,35.356700897217,-89.870300292969,320,-6,A,America/Chicago
NQX,Naval Air Station Key West/Boca Chica Field,24.57579994,-81.68890381,6,-5,A,America/New_York
NRB,Naval Station Mayport (Admiral David L. Mcdonald Field),30.39109993,-81.42469788,15,NA,NA,NA
NSE,Whiting Field Naval Air Station - North,30.7241993,-87.02189636,199,-6,A,America/Chicago
NTD,Point Mugu Naval Air Station (Naval Base Ventura Co),34.120300293,-119.121002197,13,-8,A,America/Los_Angeles
NTU,Oceana NAS,36.8207016,-76.03350067,23,-5,A,America/New_York
NUI,Nuiqsut Airport,70.2099990845,-151.005996704,38,-9,A,America/Anchorage
NUL,Nulato Airport,64.72930145263672,-158.07400512695312,399,-9,A,America/Anchorage
NUQ,Moffett Federal Airfield,37.416099548339844,-122.04900360107422,32,-8,A,America/Los_Angeles
NUW,Whidbey Island Naval Air Station /Ault Field/ Airport,48.35179901,-122.6559982,47,-8,A,America/Los_Angeles
NXP,Twentynine Palms (Self) Airport,34.2961998,-116.1620026,2051,-8,A,America/Los_Angeles
NXX,Willow Grove Naval Air Station/Joint Reserve Base,40.19979858,-75.14820099,358,-5,A,America/New_York
NYG,Quantico MCAF /Turner field,38.50170135,-77.30529785,10,-5,A,America/New_York
NZY,North Island Naval Air Station-Halsey Field,32.69919968,-117.2149963,26,-8,A,America/Los_Angeles
OAJ,Albert J Ellis Airport,34.8292007446,-77.61209869380001,94,-5,A,America/New_York
OAK,Metropolitan Oakland International Airport,37.72129821777344,-122.22100067138672,9,-8,A,America/Los_Angeles
OAR,Marina Municipal Airport,36.68190002,-121.762001,137,-8,A,America/Los_Angeles
OBE,Okeechobee County Airport,27.262800216699997,-80.8498001099,34,-5,A,America/New_York
OBU,Kobuk Airport,66.9123001099,-156.897003174,137,-9,A,America/Anchorage
OCA,Ocean Reef Club Airport,25.325399398804,-80.274803161621,8,-5,A,America/New_York
OCF,Ocala International Airport - Jim Taylor Field,29.17259979,-82.22419739,90,-5,A,America/New_York
OCW,Warren Field,35.570499420166,-77.049797058105,38,-5,A,America/New_York
OEB,Branch County Memorial Airport,41.9333992,-85.05259705,959,-5,A,America/New_York
OEL,Oryol Yuzhny Airport,52.934700012200004,36.0022010803,656,-5,A,NA
OFF,Offutt Air Force Base,41.118301391602,-95.912498474121,1052,-6,A,America/Chicago
OFK,Karl Stefan Memorial Airport,41.985500335693,-97.435096740723,1573,-6,A,NA
OGB,Orangeburg Municipal Airport,33.456798553467,-80.859497070312,195,NA,NA,NA
OGD,Ogden Hinckley Airport,41.195899963379,-112.0120010376,4473,-7,A,America/Denver
OGG,Kahului Airport,20.89859962463379,-156.42999267578125,54,-10,N,Pacific/Honolulu
OGS,Ogdensburg International Airport,44.6819000244,-75.46549987790002,297,-5,A,America/New_York
OJC,Johnson County Executive Airport,38.84759903,-94.73760223,1096,-6,A,America/Chicago
OKC,Will Rogers World Airport,35.39310073852539,-97.60070037841797,1295,-6,A,America/Chicago
OKK,Kokomo Municipal Airport,40.528198242188,-86.05899810791,830,-4,A,NA
OLF,L M Clayton Airport,48.094501495399996,-105.574996948,1986,-7,A,America/Denver
OLM,Olympia Regional Airport,46.9693985,-122.9029999,209,-8,A,America/Los_Angeles
OLS,Nogales International Airport,31.417699813842773,-110.8479995727539,3955,-7,A,America/Phoenix
OLU,Columbus Municipal Airport,41.44800186,-97.34259796,1447,NA,NA,NA
OLV,Olive Branch Airport,34.9786987305,-89.78690338130001,402,-6,A,America/Chicago
OMA,Eppley Airfield,41.303199768066406,-95.89409637451172,984,-6,A,America/Chicago
