tailnum,year,type,manufacturer,model,engines,seats,speed,engine
N655JB,2007,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N655UA,1992,Fixed wing multi engine,BOEING,767-322,2,330,NA,Turbo-fan
N655WN,1997,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
N656AA,1991,Fixed wing multi engine,BOEING,757-223,2,178,NA,Turbo-fan
N656JB,2007,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N656SW,1997,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
N656UA,1993,Fixed wing multi engine,BOEING,767-322,2,330,NA,Turbo-fan
N657JB,2007,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N657NK,2015,Fixed wing multi engine,AIRBUS,A321-231,2,379,NA,Turbo-fan
N657UA,1993,Fixed wing multi engine,BOEING,767-322,2,330,NA,Turbo-fan
N65832,2014,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N658AA,1991,Fixed wing multi engine,BOEING,757-223,2,178,NA,Turbo-fan
N658DL,1990,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N658JB,2007,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N658NK,2015,Fixed wing multi engine,AIRBUS,A321-231,2,379,NA,Turbo-fan
N658UA,1993,Fixed wing multi engine,BOEING,767-322,2,330,NA,Turbo-fan
N659AA,1992,Fixed wing multi engine,BOEING,757-223,2,178,NA,Turbo-fan
N659BR,2001,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N659DL,1990,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N659JB,2007,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N659NK,2015,Fixed wing multi engine,AIRBUS,A321-231,2,379,NA,Turbo-fan
N659UA,1993,Fixed wing multi engine,BOEING,767-322,2,330,NA,Turbo-fan
N66051,2000,Fixed wing multi engine,BOEING,767-424ER,2,292,NA,Turbo-fan
N66056,2001,Fixed wing multi engine,BOEING,767-424ER,2,292,NA,Turbo-fan
N66057,2002,Fixed wing multi engine,BOEING,767-424ER,2,292,NA,Turbo-fan
N660DL,1990,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N660NK,2015,Fixed wing multi engine,AIRBUS,A321-231,2,379,NA,Turbo-fan
N660UA,1993,Fixed wing multi engine,BOEING,767-322,2,330,NA,Turbo-fan
N661AA,2015,Fixed wing multi engine,ROBERT D WHITE,AIRCAM,2,2,NA,4 Cycle
N661JB,2007,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N661NK,2015,Fixed wing multi engine,AIRBUS,A321-231,2,379,NA,Turbo-fan
N661UA,1993,Fixed wing multi engine,BOEING,767-322,2,330,NA,Turbo-fan
N662AA,1992,Fixed wing multi engine,BOEING,757-223,2,178,NA,Turbo-fan
N662JB,2007,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N662NK,2015,Fixed wing multi engine,AIRBUS,A321-231,2,379,NA,Turbo-fan
N662UA,1993,Fixed wing multi engine,BOEING,767-322,2,330,NA,Turbo-fan
N663AA,1979,Fixed wing multi engine,CESSNA,402C,2,10,NA,Reciprocating
N663JB,2007,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N663NK,2016,Fixed wing multi engine,AIRBUS,A321-231,2,379,NA,Turbo-fan
N663UA,1993,Fixed wing multi engine,BOEING,767-322,2,330,NA,Turbo-fan
N664NK,2016,Fixed wing multi engine,AIRBUS,A321-231,2,379,NA,Turbo-fan
N664UA,1998,Fixed wing multi engine,BOEING,767-322,2,330,NA,Turbo-fan
N665AA,1992,Fixed wing multi engine,BOEING,757-223,2,178,NA,Turbo-fan
N665DN,1991,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N665JB,2007,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N665NK,2016,Fixed wing multi engine,AIRBUS,A321-231,2,379,NA,Turbo-fan
N665UA,1998,Fixed wing multi engine,BOEING,767-322,2,330,NA,Turbo-fan
N666UA,1998,Fixed wing multi engine,BOEING,767-322,2,330,NA,Turbo-fan
N667DN,1991,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N667NK,2016,Fixed wing multi engine,AIRBUS,A321-231,2,379,NA,Turbo-fan
N667UA,1998,Fixed wing multi engine,BOEING,767-322,2,330,NA,Turbo-fan
N66803,2013,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N66808,2013,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N66814,2014,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N66825,2014,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N66828,2014,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N66831,2014,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N66837,2014,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N66841,2015,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N66848,2015,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N66893,2016,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N66897,2016,Fixed wing multi engine,BOEING,737-900ER,2,222,NA,Turbo-fan
N668AA,1992,Fixed wing multi engine,BOEING,757-223,2,178,NA,Turbo-fan
N668DN,1991,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N668NK,2016,Fixed wing multi engine,AIRBUS,A321-231,2,379,NA,Turbo-fan
N668UA,1999,Fixed wing multi engine,BOEING,767-322,2,330,NA,Turbo-fan
N669AA,1992,Fixed wing multi engine,BOEING,757-223,2,178,NA,Turbo-fan
N669DN,1991,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N669NK,2016,Fixed wing multi engine,AIRBUS,A321-231,2,379,NA,Turbo-fan
N669UA,1999,Fixed wing multi engine,BOEING,767-322,2,330,NA,Turbo-fan
N6700,1999,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N6701,1999,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N6702,1999,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N6703D,2000,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N6704Z,2000,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N67052,2000,Fixed wing multi engine,BOEING,767-424ER,2,292,NA,Turbo-fan
N67058,2002,Fixed wing multi engine,BOEING,767-424ER,2,292,NA,Turbo-fan
N6705Y,2000,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N6706Q,2000,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N6707A,2000,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N6708D,2000,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N6709,2000,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N670DN,1992,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N670NK,2016,Fixed wing multi engine,AIRBUS,A321-231,2,379,NA,Turbo-fan
N670UA,NA,Fixed wing multi engine,BOEING,767-322,2,330,NA,Turbo-fan
N6710E,2000,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N6711M,2000,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N6712B,2000,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N67134,1999,Fixed wing multi engine,BOEING,757-224,2,178,NA,Turbo-fan
N6713Y,2000,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N6714Q,2000,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N6715C,2001,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N6716C,2001,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N67171,2001,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N671DN,1992,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N671NK,2016,Fixed wing multi engine,AIRBUS,A321-231,2,379,NA,Turbo-fan
N671UA,1999,Fixed wing multi engine,BOEING,767-322,2,330,NA,Turbo-fan
N672AA,1992,Fixed wing multi engine,BOEING,757-223,2,178,NA,Turbo-fan
N672DL,1992,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N672NK,2017,Fixed wing multi engine,AIRBUS,A321-231,2,379,NA,Turbo-fan
N672UA,1999,Fixed wing multi engine,BOEING,767-322,2,330,NA,Turbo-fan
N673DL,1992,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N673NK,2017,Fixed wing multi engine,AIRBUS,A321-231,2,379,NA,Turbo-fan
N673UA,2000,Fixed wing multi engine,BOEING,767-322,2,330,NA,Turbo-fan
N674DL,1992,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N674NK,2017,Fixed wing multi engine,AIRBUS,A321-231,2,379,NA,Turbo-fan
N674UA,2000,Fixed wing multi engine,BOEING,767-322,2,330,NA,Turbo-fan
N675DL,1992,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N675NK,2017,Fixed wing multi engine,AIRBUS,A321-231,2,379,NA,Turbo-fan
N675UA,2000,Fixed wing multi engine,BOEING,767-322,2,330,NA,Turbo-fan
N676CA,2007,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N676DL,1992,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N676NK,2017,Fixed wing multi engine,AIRBUS,A321-231,2,379,NA,Turbo-fan
N676UA,2001,Fixed wing multi engine,BOEING,767-322,2,330,NA,Turbo-fan
N677NK,2017,Fixed wing multi engine,AIRBUS,A321-231,2,379,NA,Turbo-fan
N677UA,2001,Fixed wing multi engine,BOEING,767-322,2,330,NA,Turbo-fan
N67812,2014,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N67815,2014,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N67827,2014,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N67845,2015,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N67846,2015,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N678CA,2007,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N678DL,1992,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N678NK,2017,Fixed wing multi engine,AIRBUS,A321-231,2,379,NA,Turbo-fan
N679CA,2007,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N679DA,1992,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N679NK,2017,Fixed wing multi engine,AIRBUS,A321-231,2,379,NA,Turbo-fan
N68061,2002,Fixed wing multi engine,BOEING,767-424ER,2,292,NA,Turbo-fan
N680DA,1992,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N680NK,2017,Fixed wing multi engine,AIRBUS,A321-231,2,379,NA,Turbo-fan
N681DA,1993,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N681NK,2017,Fixed wing multi engine,AIRBUS,A321-231,2,379,NA,Turbo-fan
N682DA,1993,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N683DA,1993,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N68452,2012,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N68453,2012,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N684DA,1993,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N685BR,2002,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N685DA,1995,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N686DA,1995,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N687DL,1998,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N68801,2013,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N68802,2013,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N68805,2013,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N68807,2013,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N68811,2014,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N68817,2014,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N68821,2014,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N68822,2014,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N68823,2014,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N68834,2014,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N68836,2014,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N68842,2015,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N68843,2015,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N68880,2015,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N68891,2015,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N688DL,1998,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N689CA,2007,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N689DL,1998,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N69020,2007,Fixed wing multi engine,BOEING,777-224,2,400,NA,Turbo-fan
N69059,2002,Fixed wing multi engine,BOEING,767-424ER,2,292,NA,Turbo-fan
N69063,2002,Fixed wing multi engine,BOEING,767-424ER,2,292,NA,Turbo-fan
N690DL,1998,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N691CA,2007,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N692CA,2006,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N692DL,1998,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N693CA,2006,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N693DL,1998,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N694DL,1998,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N695CA,2006,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N695DL,1998,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N696DL,1999,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N697DL,1999,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N69804,2013,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N69806,2013,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N69810,2013,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N69813,2014,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N69816,2014,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N69818,2014,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N69819,2014,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N69824,2014,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N69826,2014,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N69829,2014,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N69830,2014,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N69833,2014,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N69835,2014,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N69838,2014,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N69839,2014,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N69840,2015,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N69847,2015,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N69885,2015,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N69888,2015,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N698DL,1999,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N699DL,1999,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N700AA,2004,Fixed wing single engine,JENSEN JAY A,TURBO COURIER,1,4,NA,Turbo-prop
N700GS,1997,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N701AA,2009,Fixed wing single engine,SMITH ROLAND W,ZENITH CH 701,1,2,NA,Reciprocating
N701DN,2008,Fixed wing multi engine,BOEING,777-232LR,2,442,NA,Turbo-fan
N701GS,1997,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N701SK,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N702AA,2001,Fixed wing single engine,SOCATA,TBM 700,1,7,NA,Turbo-prop
N702DN,2008,Fixed wing multi engine,BOEING,777-232LR,2,442,NA,Turbo-fan
N702SK,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N702TW,1996,Fixed wing multi engine,BOEING,757-2Q8,2,178,NA,Turbo-fan
N703DN,2009,Fixed wing multi engine,BOEING,777-232LR,2,442,NA,Turbo-fan
N703JB,2008,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N703SK,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N703SW,1997,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N703TW,1996,Fixed wing multi engine,BOEING,757-2Q8,2,178,NA,Turbo-fan
N704AA,1976,Fixed wing single engine,CESSNA,150M,1,2,81,4 Cycle
N704DK,2009,Fixed wing multi engine,BOEING,777-232LR,2,442,NA,Turbo-fan
N704SW,1998,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N704X,1997,Fixed wing multi engine,BOEING,757-2Q8,2,178,NA,Turbo-fan
N705AA,1981,Fixed wing multi engine,BOEING,727-200,3,134,435,Turbo-jet
N705DN,2009,Fixed wing multi engine,BOEING,777-232LR,2,442,NA,Turbo-fan
N705JB,2008,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N705SK,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N705SW,1998,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N705TW,1997,Fixed wing multi engine,BOEING,757-231,2,178,NA,Turbo-fan
N706DN,2009,Fixed wing multi engine,BOEING,777-232LR,2,442,NA,Turbo-fan
N706JB,2008,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N706SK,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N706SW,1998,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N706TW,1997,Fixed wing multi engine,BOEING,757-2Q8,2,178,NA,Turbo-fan
N707DN,2009,Fixed wing multi engine,BOEING,777-232LR,2,442,NA,Turbo-fan
N707EV,2002,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N707SA,1998,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N707SK,1999,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N707TW,1997,Fixed wing multi engine,BOEING,757-2Q8,2,178,NA,Turbo-fan
N708AA,1981,Fixed wing multi engine,BOEING,727-223,3,134,435,Turbo-jet
N708DN,2009,Fixed wing multi engine,BOEING,777-232LR,2,442,NA,Turbo-fan
N708EV,2002,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N708JB,2008,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N708SK,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N708SW,1998,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N709AA,2001,Fixed wing multi engine,GULFSTREAM AEROSPACE,G-V,2,20,NA,Turbo-fan
N709DN,2010,Fixed wing multi engine,BOEING,777-232LR,2,442,NA,Turbo-fan
N709EV,2002,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N709JB,2008,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N709SK,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N709SW,1998,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N709TW,1997,Fixed wing multi engine,BOEING,757-2Q8,2,178,NA,Turbo-fan
N710DN,2010,Fixed wing multi engine,BOEING,777-232LR,2,442,NA,Turbo-fan
N710EV,2002,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N710SK,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N710SW,1998,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N710TW,1997,Fixed wing multi engine,BOEING,757-2Q8,2,178,NA,Turbo-fan
N711AA,1977,Fixed wing multi engine,BEECH,B-60,2,6,112,Reciprocating
N711HK,1998,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N711ZX,1997,Fixed wing multi engine,BOEING,757-231,2,178,NA,Turbo-fan
N712EV,2002,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N712JB,2008,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N712SK,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N712SW,1998,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N712TW,1997,Fixed wing multi engine,BOEING,757-2Q8,2,178,NA,Turbo-fan
N713EV,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N713SK,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N713SW,1998,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N713TW,1997,Fixed wing multi engine,BOEING,757-2Q8,2,178,NA,Turbo-fan
N71411,2002,Fixed wing multi engine,BOEING,737-924,2,191,NA,Turbo-fan
N714CB,1998,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N715JB,2008,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N715SK,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N715SW,1998,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N716EV,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N716SK,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N716SW,1998,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N717EV,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N717JL,2002,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N717SA,1998,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N717TW,1999,Fixed wing multi engine,BOEING,757-231,2,178,NA,Turbo-fan
N718EV,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N718SK,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N718SW,1998,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N718TW,1999,Fixed wing multi engine,BOEING,757-231,2,178,NA,Turbo-fan
N719EV,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N719SK,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N719SW,1998,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N720EV,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N720WN,1998,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N721AA,1968,Fixed wing single engine,CESSNA,172K,1,4,105,4 Cycle
N721TW,1999,Fixed wing multi engine,BOEING,757-231,2,178,NA,Turbo-fan
N722AA,1972,Fixed wing single engine,CESSNA,172M,1,4,108,4 Cycle
N722EV,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N722TW,1999,Fixed wing multi engine,BOEING,757-231,2,178,NA,Turbo-fan
N723EV,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N723SW,1999,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N723TW,2000,Fixed wing multi engine,BOEING,757-231,2,178,NA,Turbo-fan
N72405,2001,Fixed wing multi engine,BOEING,737-924,2,191,NA,Turbo-fan
N724AA,1998,Fixed wing multi engine,RAYTHEON AIRCRAFT COMPANY,B200,2,11,NA,Turbo-prop
N724EV,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N724SK,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N724SW,1999,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N725SW,1999,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N726SK,2005,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N726SW,1999,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N727SK,2005,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N727SW,1999,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N727TW,1999,Fixed wing multi engine,BOEING,757-231,2,178,NA,Turbo-fan
N728SK,2005,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N728SW,1999,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N729JB,NA,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N729SW,1999,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N730EV,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N730SK,2005,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
